5 | 6 | 559 | 82.12
5 | 7 | 405 | 75.58
5 | 8 | 366 | 71.94
5 | 9 | 613 | 96.2
5 | 10 | 481 | 88.12
5 | 11 | 501 | 79.47
5 | 12 | 378 | 77.75
5 | 13 | 591 | 88.78
5 | 14 | 361 | 73.19
5 | 15 | 628 | 95.36
5 | 16 | 445 | 84.21
5 | 17 | 607 | 60.33
5 | 18 | 479 | 90.26
5 | 19 | 429 | 69.5
6 | 1 | 168 | 69.61
6 | 2 | 123 | 73.12
6 | 3 | 103 | 66.65
6 | 4 | 181 | 62.57
6 | 5 | 101 | 79.22
6 | 6 | 180 | 95.03
6 | 7 | 139 | 60.84
6 | 8 | 132 | 98.53
6 | 9 | 109 | 72.31
6 | 10 | 152 | 93.19
6 | 11 | 92 | 83.44
6 | 12 | 113 | 86.31
6 | 13 | 180 | 66.32
6 | 14 | 117 | 89.23
6 | 15 | 97 | 70.69
6 | 16 | 101 | 85.07
6 | 17 | 153 | 76.81
6 | 18 | 113 | 72.93
6 | 19 | 125 | 78
7 | 1 | 48 | 82.07
7 | 2 | 53 | 80.14
7 | 3 | 72 | 89.91
7 | 4 | 50 | 68.39
7 | 5 | 44 | 94.41
7 | 6 | 57 | 65.91
7 | 7 | 55 | 92.19
7 | 8 | 48 | 89.14
7 | 9 | 70 | 74.51
7 | 10 | 48 | 69.63
7 | 11 | 48 | 66.46
7 | 12 | 58 | 84.34
7 | 13 | 42 | 72.14
7 | 14 | 43 | 91.77
7 | 15 | 72 | 77.99
7 | 16 | 58 | 69.56
7 | 17 | 62 | 80.45
7 | 18 | 62 | 90.04
7 | 19 | 44 | 93.92
8 | 1 | 172 | 89.88
8 | 2 | 163 | 77.99
8 | 3 | 189 | 71.39
8 | 4 | 253 | 67.68
8 | 5 | 197 | 84.09
8 | 6 | 288 | 70.07
8 | 7 | 200 | 74.61
8 | 8 | 283 | 69.38
8 | 9 | 264 | 72.27
8 | 10 | 235 | 84.5
8 | 11 | 271 | 74.54
8 | 12 | 234 | 75.94
8 | 13 | 228 | 60.18
8 | 14 | 186 | 69.02
8 | 15 | 212 | 96.77
8 | 16 | 209 | 78.97
8 | 17 | 247 | 87.43
8 | 18 | 220 | 94.55
8 | 19 | 267 | 70.45
9 | 1 | 567 | 98.77
9 | 2 | 667 | 67.58
9 | 3 | 348 | 95.44
9 | 4 | 369 | 91.86
9 | 5 | 554 | 74.53
9 | 6 | 453 | 65.03
9 | 7 | 668 | 84.84
9 | 8 | 670 | 64.28
9 | 9 | 640 | 78.63
9 | 10 | 447 | 73.47
9 | 11 | 556 | 96.48
9 | 12 | 507 | 73.08
9 | 13 | 381 | 92.16
9 | 14 | 575 | 99.61
9 | 15 | 373 | 99.77
9 | 16 | 515 | 73.9
9 | 17 | 400 | 86.17
9 | 18 | 516 | 70.37
9 | 19 | 533 | 73.3
